"","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02","2020-03","2020-04","2020-05","2020-06","2020-07","2020-08","2020-09","2020-10","2020-11","2020-12","2021-01","2021-02","2021-03","2021-04","2021-05","2021-06","2021-07","2021-08","2021-09","2021-10","2021-11","2021-12","2022-01","2022-02","2022-03","2022-04","2022-05","2022-06","2022-07","2022-08","2022-09","2022-10","2022-11","2022-12","2023-01","2023-02","2023-03","2023-04","2023-05","2023-06","2023-07","2023-08","2023-09","2023-10","2023-11","2023-12","2024-01","2024-02","2024-03"
"Michigan","4.09M","4.1M","4.11M","4.16M","4.21M","4.22M","4.2M","4.22M","4.21M","4.2M","4.2M","4.17M","4.11M","4.12M","4.15M","4.16M","4.21M","4.22M","4.2M","4.23M","4.23M","4.26M","4.27M","4.25M","4.18M","4.2M","4.22M","4.23M","4.27M","4.29M","4.27M","4.28M","4.29M","4.32M","4.3M","4.28M","4.22M","4.25M","4.27M","4.29M","4.35M","4.37M","4.35M","4.37M","4.36M","4.35M","4.37M","4.35M","4.31M","4.33M","4.35M","4.37M","4.42M","4.46M","4.44M","4.46M","4.44M","4.48M","4.48M","4.46M","4.41M","4.42M","4.43M","4.46M","4.52M","4.53M","4.52M","4.54M","4.52M","4.55M","4.57M","4.55M","4.51M","4.54M","4.56M","4.58M","4.62M","4.64M","4.63M","4.64M","4.63M","4.64M","4.65M","4.62M","4.6M","4.62M","4.65M","4.67M","4.7M","4.72M","4.71M","4.71M","4.72M","4.72M","4.72M","4.68M","4.63M","4.68M","4.7M","4.71M","4.76M","4.77M","4.77M","4.75M","4.76M","4.78M","4.79M","4.76M","4.7M","4.73M","4.73M","4.74M","4.77M","4.8M","4.8M","4.81M","4.8M","4.82M","4.83M","4.8M","4.73M","4.75M","4.67M","3.5M","3.9M","4.31M","4.34M","4.46M","4.45M","4.52M","4.5M","4.38M","4.38M","4.41M","4.44M","4.43M","4.46M","4.48M","4.51M","4.54M","4.55M","4.58M","4.62M","4.6M","4.55M","4.58M","4.63M","4.63M","4.67M","4.68M","4.69M","4.71M","4.7M","4.7M","4.72M","4.72M","4.67M","4.7M","4.75M","4.79M","4.83M","4.85M","4.85M","4.87M","4.86M","4.86M","4.89M","4.83M","4.79M","4.79M","4.86M"
